15:50:22, Fri Nov 27, 2015: User: mewing, xQuest Search Submitted from /IMSB/ra/mewing/8ProteinNewXquestMods.
12:38:36, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6.5_DSS_AK_Rep2.
12:39:21, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6.5_DSS_AK_Rep3_non_FDR.
12:40:14, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6.5_DSS_AK_Rep3.
12:41:0, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH7_DSS_AK_Rep1_non_FDR.
12:41:47, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH7_DSS_AK_Rep1.
12:43:22, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH7_DSS_AK_Rep2_non_FDR.
12:44:22, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH7_DSS_AK_Rep2.
12:45:40, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH7_DSS_AK_Rep3_non_FDR.
12:46:37, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH7_DSS_AK_Rep3.
12:48:6, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH7.5_DSS_AK_Rep1_non_FDR.
12:49:1, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH7.5_DSS_AK_Rep1.
12:50:5, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH7.5_DSS_AK_Rep2_non_FDR.
12:51:9, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH7.5_DSS_AK_Rep2.
12:52:24, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH7.5_DSS_AK_Rep3_non_FDR.
12:53:14, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH7.5_DSS_AK_Rep3.
12:54:16, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH8_DSS_AK_Rep1_non_FDR.
12:55:4, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH8_DSS_AK_Rep1.
12:56:50, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH8_DSS_AK_Rep2_non_FDR.
12:57:46, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH8_DSS_AK_Rep2.
12:58:36, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH8_DSS_AK_Rep3_non_FDR.
12:59:49, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH8_DSS_AK_Rep3.
10:39:33, Mon Jan 6, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_33_FOX1/Irrad_Grad_Rep/Shift_15_05.
10:40:15, Mon Jan 6, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_33_FOX1/Irrad_Grad_Rep/Shift_5_01.
10:40:54, Mon Jan 6, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_33_FOX1/Irrad_Grad_Rep/Shift_10_03.
10:41:35, Mon Jan 6, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_33_FOX1/Irrad_Grad_Rep/Shift_20_06.
11:4:3, Mon Jan 6, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_34_FOX1/Temp_Var_Rep/Shift_15_05.
11:4:46, Mon Jan 6, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_34_FOX1/Temp_Var_Rep/Shift_5_01.
11:5:24, Mon Jan 6, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_34_FOX1/Temp_Var_Rep/Shift_10_03.
11:6:1, Mon Jan 6, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_34_FOX1/Temp_Var_Rep/Shift_20_06.
14:15:46, Mon Jan 6, 2020: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/191228_MG043_DDA/Shift_6_01/mgoetze_D1912_284.
14:20:26, Mon Jan 6, 2020: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq.
14:21:16, Mon Jan 6, 2020: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq.
14:21:19, Mon Jan 6, 2020: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq.
14:25:47, Mon Jan 6, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc.
14:26:36, Mon Jan 6, 2020: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze.
14:44:31, Mon Jan 6, 2020: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/200106_MG040_43/Shift_6_01.
14:44:34, Mon Jan 6, 2020: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/200106_MG042_CH/Shift_6_01.
14:44:41, Mon Jan 6, 2020: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/200106_MG042_PA/Shift_6_01.
14:45:5, Mon Jan 6, 2020: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/200106_MG044/Shift_6_01.
14:45:31, Mon Jan 6, 2020: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/200106_MG041/Shift_6_01.
15:53:57, Mon Jan 6, 2020: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/200106_MG041/Shift_6_01.
16:3:45, Wed Jan 8, 2020: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/HbHp_DSS_Jan20.
16:32:19, Wed Jan 8, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_35_FOX1_KcZ/xQuest_Search.
17:9:49, Wed Jan 8, 2020: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/HbHp_PDH_Jan20.
17:34:53, Wed Jan 8, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_35_FOX1_KcZ/xQuest_Search_errtol.
17:36:10, Wed Jan 8, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_35_FOX1_KcZ/xQuest_Search_errtol.
17:48:34, Wed Jan 8, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_35_FOX1_KcZ/xQuest_Search_errtol.
17:49:52, Wed Jan 8, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_35_FOX1_KcZ/xQuest_Search_errtol.
14:19:19, Thu Jan 9, 2020: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/HbHp_ZL_Jan20.
19:20:8, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH8_DSS_AK_Rep1_non_FDR.
19:21:3, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH8_DSS_AK_Rep1.
19:21:54, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH8_DSS_AK_Rep2_non_FDR.
19:22:23, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH8_DSS_AK_Rep2_non_FDR.
19:23:27, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH8_DSS_AK_Rep2.
19:24:26, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH8_DSS_AK_Rep3_non_FDR.
19:25:29, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH8_DSS_AK_Rep3.
19:26:26, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH7.5_DSS_AK_Rep1_non_FDR.
19:37:7, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH7.5_DSS_AK_Rep1.
19:38:4, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH7.5_DSS_AK_Rep2_non_FDR.
19:38:40, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH7.5_DSS_AK_Rep2_non_FDR.
19:39:23, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH7.5_DSS_AK_Rep2.
19:40:35, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH7.5_DSS_AK_Rep3_non_FDR.
19:41:27, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH7.5_DSS_AK_Rep3.
19:42:35, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH7_DSS_AK_Rep1_non_FDR.
19:44:52, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH7_DSS_AK_Rep1.
19:45:48, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH7_DSS_AK_Rep2_non_FDR.
19:47:56, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH7_DSS_AK_Rep2.
19:50:6, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH7_DSS_AK_Rep3_non_FDR.
19:51:2, Thu Jan 9, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/200110_8mix_pH7_DSS_AK_Rep3.
10:3:30, Mon Jan 13, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont/UniCont_ITMS2_XQ/Shift_15_05.
10:4:40, Mon Jan 13, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont/UniCont_ITMS2_XQ/Shift_5_01.
10:5:49, Mon Jan 13, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont/UniCont_ITMS2_XQ/Shift_10_03.
10:6:59, Mon Jan 13, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont/UniCont_ITMS2_XQ/Shift_20_06.
12:4:59, Mon Jan 13, 2020: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/ME_Strubin_reanal.
17:56:9, Tue Jan 14, 2020: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/200114_MG042_PA/Shift_6_01.
17:56:27, Tue Jan 14, 2020: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/200114_MG040_43/Shift_6_01.
17:56:32, Tue Jan 14, 2020: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/200114_MG042_CH/Shift_6_01.
10:32:10, Wed Jan 15, 2020: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/Dbp8_DSS_Jan20.
12:21:5, Wed Jan 15, 2020: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/Dbp8_PDH_Jan20.
12:30:35, Wed Jan 15, 2020: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/Dbp8_ZL_Jan20.
15:9:12, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_15_05.
15:9:12, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_5_01.
15:9:12, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_10_03.
15:9:12, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_20_06.
15:9:55, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_15_05.
15:9:55, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_5_01.
15:9:55, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_10_03.
15:9:56, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_20_06.
15:11:15, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_15_05.
15:11:31, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_5_01.
15:11:47, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_10_03.
15:12:3, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_20_06.
15:32:28, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_15_05.
15:32:44, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_5_01.
15:33:0, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_10_03.
15:33:16, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_20_06.
15:34:44, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_15_05.
15:35:15, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_5_01.
15:35:46, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_10_03.
15:36:18, Thu Jan 16, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont_OT_MS2/XQ_OTMS2/Shift_20_06.
17:19:0, Fri Jan 17, 2020: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/Dbp8_ZL_Jan20.
15:4:29, Tue Jan 21, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont/XQ_ITMS2_AllLoss/Shift_15_05.
15:5:41, Tue Jan 21, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont/XQ_ITMS2_AllLoss/Shift_5_01.
15:7:8, Tue Jan 21, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont/XQ_ITMS2_AllLoss/Shift_10_03.
15:8:19, Tue Jan 21, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/Uni_Cont/XQ_ITMS2_AllLoss/Shift_20_06.
15:1:46, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_25_FOX1/Irrad_Var_I_PyPaper/Shift_15_05.
15:2:35, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_25_FOX1/Irrad_Var_I_PyPaper/Shift_5_01.
15:3:18, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_25_FOX1/Irrad_Var_I_PyPaper/Shift_10_03.
15:4:4, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_25_FOX1/Irrad_Var_I_PyPaper/Shift_20_06.
15:45:35, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_33_FOX1/Irrad_Var_II_PyPaper/Shift_15_05.
15:46:15, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_33_FOX1/Irrad_Var_II_PyPaper/Shift_5_01.
15:46:52, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_33_FOX1/Irrad_Var_II_PyPaper/Shift_10_03.
15:47:32, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_33_FOX1/Irrad_Var_II_PyPaper/Shift_20_06.
15:57:46, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_26_FOX1/Temp_Var_I_PyPaper/Shift_15_05.
15:58:31, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_26_FOX1/Temp_Var_I_PyPaper/Shift_5_01.
15:59:10, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_26_FOX1/Temp_Var_I_PyPaper/Shift_10_03.
15:59:53, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_26_FOX1/Temp_Var_I_PyPaper/Shift_20_06.
16:10:24, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_34_FOX1/Temp_Var_II_PyPaper/Shift_15_05.
16:11:4, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_34_FOX1/Temp_Var_II_PyPaper/Shift_5_01.
16:11:41, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_34_FOX1/Temp_Var_II_PyPaper/Shift_10_03.
16:12:18, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_34_FOX1/Temp_Var_II_PyPaper/Shift_20_06.
16:42:12, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/1U_PyPaper/Shift_5_01.
16:43:22, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/2G_PyPaper/Shift_5_01.
16:45:25, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/3C_PyPaper/Shift_5_01.
16:46:26, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/4A_PyPaper/Shift_5_01.
16:47:15, Thu Jan 23, 2020: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_04_FOX1_SingLab/5U_PyPaper/Shift_5_01.
